mpg,cylinders,displacement,horsepower,weight,acceleration,year,origin,name,horsepower_log,power_to_weight,displacement_per_cyl,acceleration_per_weight
18.0,6,225.0,105,3121,16.5,73,1,plymouth valiant,4.653960350157523,0.03364306312079462,37.5,0.005286767061839154
16.0,6,250.0,100,3278,18.0,73,1,chevrolet nova custom,4.605170185988092,0.03050640634533252,41.666666666666664,0.005491153142159854
18.0,6,232.0,100,2945,16.0,73,1,amc hornet,4.605170185988092,0.03395585738539898,38.666666666666664,0.005432937181663837
18.0,6,250.0,88,3021,16.5,73,1,ford maverick,4.477336814478207,0.029129427341939754,41.666666666666664,0.005461767626613704
23.0,6,198.0,95,2904,16.0,73,1,plymouth duster,4.553876891600541,0.03271349862258953,33.0,0.005509641873278237
26.0,4,97.0,46,1950,21.0,73,2,volkswagen super beetle,3.828641396489095,0.02358974358974359,24.25,0.010769230769230769
11.0,8,400.0,150,4997,14.0,73,1,chevrolet impala,5.0106352940962555,0.03001801080648389,50.0,0.002801681008605163
12.0,8,400.0,167,4906,12.5,73,1,ford country,5.117993812416755,0.03403995108030983,50.0,0.0025479005299633103
13.0,8,360.0,170,4654,13.0,73,1,plymouth custom suburb,5.135798437050262,0.0365277180919639,45.0,0.002793296089385475
12.0,8,350.0,180,4499,12.5,73,1,oldsmobile vista cruiser,5.19295685089021,0.04000889086463658,43.75,0.002778395198933096
18.0,6,232.0,100,2789,15.0,73,1,amc gremlin,4.605170185988092,0.035855145213338116,38.666666666666664,0.005378271782000717
20.0,4,97.0,88,2279,19.0,73,3,toyota carina,4.477336814478207,0.03861342694164107,24.25,0.008336989907854322
21.0,4,140.0,72,2401,19.5,73,1,chevrolet vega,4.276666119016055,0.029987505206164097,35.0,0.00812161599333611
22.0,4,108.0,94,2379,16.5,73,3,datsun 610,4.543294782270004,0.039512400168137875,27.0,0.0069356872635561164
19.0,4,122.0,85,2310,18.5,73,1,ford pinto,4.442651256490317,0.0367965367965368,30.5,0.008008658008658008
21.0,6,155.0,107,2472,14.0,73,1,mercury capri v6,4.672828834461906,0.043284789644012944,25.833333333333332,0.0056634304207119745
26.0,4,98.0,90,2265,15.5,73,2,fiat 124 sport coupe,4.499809670330265,0.039735099337748346,24.5,0.006843267108167771
15.0,8,350.0,145,4082,13.0,73,1,chevrolet monte carlo s,4.976733742420574,0.035521803037726604,43.75,0.0031847133757961785
29.0,4,68.0,49,1867,19.5,73,2,fiat 128,3.8918202981106265,0.026245313336904125,17.0,0.010444563470808785
24.0,4,116.0,75,2158,15.5,73,2,opel manta,4.31748811353631,0.03475440222428174,29.0,0.007182576459684893
20.0,4,114.0,91,2582,14.0,73,2,audi 100ls,4.51085950651685,0.03524399690162665,28.5,0.005422153369481022
19.0,4,121.0,112,2868,15.5,73,2,volvo 144ea,4.718498871295094,0.03905160390516039,30.25,0.005404463040446304
15.0,8,318.0,150,3399,11.0,73,1,dodge dart custom,5.0106352940962555,0.0441306266548985,39.75,0.003236245954692557
24.0,4,121.0,110,2660,14.0,73,2,saab 99le,4.700480365792417,0.041353383458646614,30.25,0.005263157894736842
20.0,6,156.0,122,2807,13.5,73,3,toyota mark ii,4.804021044733257,0.04346277164232276,26.0,0.004809405058781618
11.0,8,350.0,180,3664,11.0,73,1,oldsmobile omega,5.19295685089021,0.04912663755458515,43.75,0.003002183406113537
20.0,6,198.0,95,3102,16.5,74,1,plymouth duster,4.553876891600541,0.030625402965828497,33.0,0.005319148936170213
19.0,6,232.0,100,2901,16.0,74,1,amc hornet,4.605170185988092,0.03447087211306446,38.666666666666664,0.005515339538090314
15.0,6,250.0,100,3336,17.0,74,1,chevrolet nova,4.605170185988092,0.02997601918465228,41.666666666666664,0.005095923261390888
31.0,4,79.0,67,1950,19.0,74,3,datsun b210,4.204692619390966,0.03435897435897436,19.75,0.009743589743589744
26.0,4,122.0,80,2451,16.5,74,1,ford pinto,4.382026634673881,0.032639738882088945,30.5,0.006731946144430845
32.0,4,71.0,65,1836,21.0,74,3,toyota corolla 1200,4.174387269895637,0.03540305010893246,17.75,0.011437908496732025
25.0,4,140.0,75,2542,17.0,74,1,chevrolet vega,4.31748811353631,0.029504327301337528,35.0,0.006687647521636507
16.0,6,250.0,100,3781,17.0,74,1,chevrolet chevelle malibu classic,4.605170185988092,0.026448029621793177,41.666666666666664,0.00449616503570484
16.0,6,258.0,110,3632,18.0,74,1,amc matador,4.700480365792417,0.0302863436123348,43.0,0.004955947136563877
18.0,6,225.0,105,3613,16.5,74,1,plymouth satellite sebring,4.653960350157523,0.029061721561029614,37.5,0.004566841959590368
16.0,8,302.0,140,4141,14.0,74,1,ford gran torino,4.941642422609304,0.03380825887466796,37.75,0.0033808258874667954
13.0,8,350.0,150,4699,14.5,74,1,buick century luxus (sw),5.0106352940962555,0.03192168546499255,43.75,0.0030857629282826132
14.0,8,318.0,150,4457,13.5,74,1,dodge coronet custom (sw),5.0106352940962555,0.03365492483733453,39.75,0.003028943235360108
14.0,8,302.0,140,4638,16.0,74,1,ford gran torino (sw),4.941642422609304,0.030185424752048298,37.75,0.0034497628288055198
14.0,8,304.0,150,4257,15.5,74,1,amc matador (sw),5.0106352940962555,0.035236081747709654,38.0,0.0036410617805966643
29.0,4,98.0,83,2219,16.5,74,2,audi fox,4.418840607796598,0.03740423614240649,24.5,0.007435781883731411
26.0,4,79.0,67,1963,15.5,74,2,volkswagen dasher,4.204692619390966,0.03413143148242486,19.75,0.007896077432501274
26.0,4,97.0,78,2300,14.5,74,2,opel manta,4.356708826689592,0.03391304347826087,24.25,0.006304347826086957
31.0,4,76.0,52,1649,16.5,74,3,toyota corona,3.951243718581427,0.031534263189812006,19.0,0.010006064281382655
32.0,4,83.0,61,2003,19.0,74,3,datsun 710,4.110873864173311,0.030454318522216674,20.75,0.009485771342985522
28.0,4,90.0,75,2125,14.5,74,1,dodge colt,4.31748811353631,0.03529411764705882,22.5,0.006823529411764706
24.0,4,90.0,75,2108,15.5,74,2,fiat 128,4.31748811353631,0.03557874762808349,22.5,0.007352941176470588
26.0,4,116.0,75,2246,14.0,74,2,fiat 124 tc,4.31748811353631,0.033392698130008905,29.0,0.006233303650934996
24.0,4,120.0,97,2489,15.0,74,3,honda civic,4.574710978503383,0.038971474487746086,30.0,0.006026516673362796
26.0,4,108.0,93,2391,15.5,74,3,subaru,4.532599493153256,0.03889585947302384,27.0,0.006482643245503974
31.0,4,79.0,67,2000,16.0,74,2,fiat x1.9,4.204692619390966,0.0335,19.75,0.008
19.0,6,225.0,95,3264,16.0,75,1,plymouth valiant custom,4.553876891600541,0.029105392156862746,37.5,0.004901960784313725
18.0,6,250.0,105,3459,16.0,75,1,chevrolet nova,4.653960350157523,0.030355594102341718,41.666666666666664,0.004625614339404453
15.0,6,250.0,72,3432,21.0,75,1,mercury monarch,4.276666119016055,0.02097902097902098,41.666666666666664,0.006118881118881119
15.0,6,250.0,72,3158,19.5,75,1,ford maverick,4.276666119016055,0.022799240025332488,41.666666666666664,0.006174794173527549
16.0,8,400.0,170,4668,11.5,75,1,pontiac catalina,5.135798437050262,0.03641816623821765,50.0,0.0024635818337617825
15.0,8,350.0,145,4440,14.0,75,1,chevrolet bel air,4.976733742420574,0.03265765765765766,43.75,0.003153153153153153
16.0,8,318.0,150,4498,14.5,75,1,plymouth grand fury,5.0106352940962555,0.03334815473543797,39.75,0.003223654957759004
14.0,8,351.0,148,4657,13.5,75,1,ford ltd,4.997212273764115,0.031780115954477134,43.875,0.0028988619282800084
17.0,6,231.0,110,3907,21.0,75,1,buick century,4.700480365792417,0.028154594317890965,38.5,0.0053749680061428206
16.0,6,250.0,105,3897,18.5,75,1,chevroelt chevelle malibu,4.653960350157523,0.026943802925327175,41.666666666666664,0.004747241467795741
15.0,6,258.0,110,3730,19.0,75,1,amc matador,4.700480365792417,0.029490616621983913,43.0,0.005093833780160858
18.0,6,225.0,95,3785,19.0,75,1,plymouth fury,4.553876891600541,0.02509907529722589,37.5,0.005019815059445178
21.0,6,231.0,110,3039,15.0,75,1,buick skyhawk,4.700480365792417,0.0361961171437973,38.5,0.004935834155972359
20.0,8,262.0,110,3221,13.5,75,1,chevrolet monza 2+2,4.700480365792417,0.034150884818379384,32.75,0.0041912449549829246
13.0,8,302.0,129,3169,12.0,75,1,ford mustang ii,4.859812404361672,0.04070684758598927,37.75,0.003786683496371095
29.0,4,97.0,75,2171,16.0,75,3,toyota corolla,4.31748811353631,0.03454629203132197,24.25,0.007369875633348687
23.0,4,140.0,83,2639,17.0,75,1,ford pinto,4.418840607796598,0.03145130731337628,35.0,0.006441834028040924
20.0,6,232.0,100,2914,16.0,75,1,amc gremlin,4.605170185988092,0.03431708991077557,38.666666666666664,0.00549073438572409
23.0,4,140.0,78,2592,18.5,75,1,pontiac astro,4.356708826689592,0.03009259259259259,35.0,0.007137345679012345
24.0,4,134.0,96,2702,13.5,75,3,toyota corona,4.564348191467836,0.03552923760177646,33.5,0.004996299037749815
25.0,4,90.0,71,2223,16.5,75,2,volkswagen dasher,4.2626798770413155,0.031938821412505626,22.5,0.007422402159244264
24.0,4,119.0,97,2545,17.0,75,3,datsun 710,4.574710978503383,0.0381139489194499,29.75,0.0066797642436149315
18.0,6,171.0,97,2984,14.5,75,1,ford pinto,4.574710978503383,0.032506702412868634,28.5,0.004859249329758713
29.0,4,90.0,70,1937,14.0,75,2,volkswagen rabbit,4.248495242049359,0.036138358286009295,22.5,0.007227671657201859
19.0,6,232.0,90,3211,17.0,75,1,amc pacer,4.499809670330265,0.02802865151043289,38.666666666666664,0.005294300840859545
23.0,4,115.0,95,2694,15.0,75,2,audi 100ls,4.553876891600541,0.03526354862657758,28.75,0.005567928730512249
23.0,4,120.0,88,2957,17.0,75,2,peugeot 504,4.477336814478207,0.029759891782211702,30.0,0.0057490700033818055
22.0,4,121.0,98,2945,14.5,75,2,volvo 244dl,4.584967478670572,0.033276740237691005,30.25,0.004923599320882852
25.0,4,121.0,115,2671,13.5,75,2,saab 99le,4.74493212836325,0.0430550355672033,30.25,0.005054286783976039
33.0,4,91.0,53,1795,17.5,75,3,honda civic cvcc,3.970291913552122,0.029526462395543174,22.75,0.009749303621169917
28.0,4,107.0,86,2464,15.5,76,2,fiat 131,4.454347296253507,0.0349025974025974,26.75,0.006290584415584416
25.0,4,116.0,81,2220,16.9,76,2,opel 1900,4.394449154672439,0.03648648648648649,29.0,0.007612612612612612
25.0,4,140.0,92,2572,14.9,76,1,capri ii,4.5217885770490405,0.03576982892690513,35.0,0.005793157076205288
26.0,4,98.0,79,2255,17.7,76,1,dodge colt,4.3694478524670215,0.03503325942350333,24.5,0.007849223946784922
27.0,4,101.0,83,2202,15.3,76,2,renault 12tl,4.418840607796598,0.037693006357856496,25.25,0.006948228882833788
17.5,8,305.0,140,4215,13.0,76,1,chevrolet chevelle malibu classic,4.941642422609304,0.033214709371293,38.125,0.0030842230130486356
16.0,8,318.0,150,4190,13.0,76,1,dodge coronet brougham,5.0106352940962555,0.03579952267303103,39.75,0.0031026252983293555
15.5,8,304.0,120,3962,13.9,76,1,amc matador,4.787491742782046,0.03028773346794548,38.0,0.003508329126703685
14.5,8,351.0,152,4215,12.8,76,1,ford gran torino,5.0238805208462765,0.03606168446026097,43.875,0.0030367734282325033
22.0,6,225.0,100,3233,15.4,76,1,plymouth valiant,4.605170185988092,0.03093102381688834,37.5,0.004763377667800804
22.0,6,250.0,105,3353,14.5,76,1,chevrolet nova,4.653960350157523,0.031315240083507306,41.666666666666664,0.004324485535341485
24.0,6,200.0,81,3012,17.6,76,1,ford maverick,4.394449154672439,0.026892430278884463,33.333333333333336,0.0058432934926958835
22.5,6,232.0,90,3085,17.6,76,1,amc hornet,4.499809670330265,0.029173419773095625,38.666666666666664,0.005705024311183145
29.0,4,90.0,70,1937,14.2,76,2,vw rabbit,4.248495242049359,0.036138358286009295,22.5,0.007330924109447599
33.0,4,91.0,53,1795,17.4,76,3,honda civic,3.970291913552122,0.029526462395543174,22.75,0.00969359331476323
20.0,6,225.0,100,3651,17.7,76,1,dodge aspen se,4.605170185988092,0.027389756231169543,37.5,0.004847986852917009
18.0,6,250.0,78,3574,21.0,76,1,ford granada ghia,4.356708826689592,0.02182428651371013,41.666666666666664,0.0058757694459988805
18.5,6,250.0,110,3645,16.2,76,1,pontiac ventura sj,4.700480365792417,0.03017832647462277,41.666666666666664,0.0044444444444444444
17.5,6,258.0,95,3193,17.8,76,1,amc pacer d/l,4.553876891600541,0.029752583777012214,43.0,0.00557469464453492
29.5,4,97.0,71,1825,12.2,76,2,volkswagen rabbit,4.2626798770413155,0.03890410958904109,24.25,0.006684931506849315
32.0,4,85.0,70,1990,17.0,76,3,datsun b-210,4.248495242049359,0.035175879396984924,21.25,0.008542713567839196
28.0,4,97.0,75,2155,16.4,76,3,toyota corolla,4.31748811353631,0.03480278422273782,24.25,0.0076102088167053356
26.5,4,140.0,72,2565,13.6,76,1,ford pinto,4.276666119016055,0.028070175438596492,35.0,0.00530214424951267
20.0,4,130.0,102,3150,15.7,76,2,volvo 245,4.624972813284271,0.03238095238095238,32.5,0.004984126984126984
13.0,8,318.0,150,3940,13.2,76,1,plymouth volare premier v8,5.0106352940962555,0.03807106598984772,39.75,0.0033502538071065987
19.0,4,120.0,88,3270,21.9,76,2,peugeot 504,4.477336814478207,0.02691131498470948,30.0,0.006697247706422018
19.0,6,156.0,108,2930,15.5,76,3,toyota mark ii,4.68213122712422,0.03686006825938567,26.0,0.005290102389078498
16.5,6,168.0,120,3820,16.7,76,2,mercedes-benz 280s,4.787491742782046,0.031413612565445025,28.0,0.004371727748691099
16.5,8,350.0,180,4380,12.1,76,1,cadillac seville,5.19295685089021,0.0410958904109589,43.75,0.0027625570776255706
13.0,8,350.0,145,4055,12.0,76,1,chevy c10,4.976733742420574,0.035758323057953144,43.75,0.002959309494451295
13.0,8,302.0,130,3870,15.0,76,1,ford f108,4.867534450455582,0.03359173126614987,37.75,0.003875968992248062
13.0,8,318.0,150,3755,14.0,76,1,dodge d100,5.0106352940962555,0.03994673768308921,39.75,0.0037283621837549932
31.5,4,98.0,68,2045,18.5,77,3,honda accord cvcc,4.219507705176107,0.033251833740831294,24.5,0.009046454767726161
30.0,4,111.0,80,2155,14.8,77,1,buick opel isuzu deluxe,4.382026634673881,0.037122969837587005,27.75,0.0068677494199535965
36.0,4,79.0,58,1825,18.6,77,2,renault 5 gtl,4.060443010546419,0.03178082191780822,19.75,0.010191780821917809
25.5,4,122.0,96,2300,15.5,77,1,plymouth arrow gs,4.564348191467836,0.04173913043478261,30.5,0.006739130434782609
33.5,4,85.0,70,1945,16.8,77,3,datsun f-10 hatchback,4.248495242049359,0.03598971722365039,21.25,0.008637532133676093
17.5,8,305.0,145,3880,12.5,77,1,chevrolet caprice classic,4.976733742420574,0.037371134020618556,38.125,0.0032216494845360823
17.0,8,260.0,110,4060,19.0,77,1,oldsmobile cutlass supreme,4.700480365792417,0.027093596059113302,32.5,0.004679802955665025
15.5,8,318.0,145,4140,13.7,77,1,dodge monaco brougham,4.976733742420574,0.035024154589371984,39.75,0.0033091787439613525
15.0,8,302.0,130,4295,14.9,77,1,mercury cougar brougham,4.867534450455582,0.030267753201396973,37.75,0.0034691501746216533
17.5,6,250.0,110,3520,16.4,77,1,chevrolet concours,4.700480365792417,0.03125,41.666666666666664,0.004659090909090909
20.5,6,231.0,105,3425,16.9,77,1,buick skylark,4.653960350157523,0.030656934306569343,38.5,0.004934306569343065
19.0,6,225.0,100,3630,17.7,77,1,plymouth volare custom,4.605170185988092,0.027548209366391185,37.5,0.0048760330578512395
18.5,6,250.0,98,3525,19.0,77,1,ford granada,4.584967478670572,0.027801418439716313,41.666666666666664,0.005390070921985815
16.0,8,400.0,180,4220,11.1,77,1,pontiac grand prix lj,5.19295685089021,0.04265402843601896,50.0,0.0026303317535545023
15.5,8,350.0,170,4165,11.4,77,1,chevrolet monte carlo landau,5.135798437050262,0.04081632653061224,43.75,0.002737094837935174
15.5,8,400.0,190,4325,12.2,77,1,chrysler cordoba,5.247024072160486,0.04393063583815029,50.0,0.0028208092485549133
16.0,8,351.0,149,4335,14.5,77,1,ford thunderbird,5.003946305945459,0.03437139561707036,43.875,0.003344867358708189
29.0,4,97.0,78,1940,14.5,77,2,volkswagen rabbit custom,4.356708826689592,0.04020618556701031,24.25,0.007474226804123712
24.5,4,151.0,88,2740,16.0,77,1,pontiac sunbird coupe,4.477336814478207,0.032116788321167884,37.75,0.00583941605839416
26.0,4,97.0,75,2265,18.2,77,3,toyota corolla liftback,4.31748811353631,0.033112582781456956,24.25,0.00803532008830022
25.5,4,140.0,89,2755,15.8,77,1,ford mustang ii 2+2,4.48863636973214,0.032304900181488204,35.0,0.005735027223230491
30.5,4,98.0,63,2051,17.0,77,1,chevrolet chevette,4.143134726391533,0.030716723549488054,24.5,0.008288639687957094
33.5,4,98.0,83,2075,15.9,77,1,dodge colt m/m,4.418840607796598,0.04,24.5,0.007662650602409639
30.0,4,97.0,67,1985,16.4,77,3,subaru dl,4.204692619390966,0.033753148614609575,24.25,0.008261964735516372
